date,close,turnover_rate,ma5
2024-08-15,10.13,4.5,9.98
2024-08-16,9.94,3.5,9.95
2024-08-19,9.71,2.57,9.91
2024-08-20,10.25,8.17,10.01
2024-08-21,9.8,5.04,9.97
2024-08-22,10.04,4.67,9.95
2024-08-23,10.56,6.57,10.07
2024-08-26,11.62,3.45,10.45
2024-08-27,11.65,13.9,10.73
2024-08-28,11.03,9.3,10.98
2024-08-29,12.14,10.24,11.4
2024-08-30,13.36,11.5,11.96
2024-09-02,14.55,20.92,12.55
2024-09-03,16.01,15.65,13.42
2024-09-04,14.75,28.17,14.16
2024-09-05,15.24,23.87,14.78
2024-09-06,13.71,16.6,14.85
2024-09-09,13.06,19.98,14.55
2024-09-10,13.93,18.68,14.14
2024-09-11,12.53,14.3,13.69
2024-09-12,11.35,16.55,12.92
2024-09-13,10.81,12.58,12.34
2024-09-18,10.78,7.69,11.88
2024-09-19,10.95,8.07,11.28
2024-09-20,10.75,8.93,10.93
2024-09-23,10.41,8.31,10.74
2024-09-24,10.54,9.75,10.69
2024-09-25,10.55,10.06,10.64
2024-09-26,10.87,10.1,10.62
2024-09-27,11.38,6.65,10.75
2024-09-30,12.52,15.05,11.17
2024-10-08,13.3,17.67,11.72
2024-10-09,11.97,10.94,12.01
2024-10-10,11.77,7.22,12.19
2024-10-11,11.06,5.49,12.12
2024-10-14,12.04,7.64,12.03
2024-10-15,11.9,7.53,11.75
2024-10-16,11.85,5.35,11.72
2024-10-17,12.18,8.3,11.81
2024-10-18,12.78,11.06,12.15
2024-10-21,12.68,10.95,12.28
2024-10-22,12.74,8.12,12.45
2024-10-23,12.36,6.32,12.55
2024-10-24,12.21,3.31,12.55
2024-10-25,12.35,4.59,12.47
2024-10-28,12.41,4.8,12.41
2024-10-29,12.79,10.54,12.42
2024-10-30,13.45,12.8,12.64
2024-10-31,13.25,11.59,12.85
2024-11-01,12.49,8.16,12.88
2024-11-04,13.29,8.65,13.05
2024-11-05,13.79,9.97,13.25
2024-11-06,13.58,9.67,13.28
2024-11-07,13.79,6.91,13.39
2024-11-08,13.75,8.27,13.64
2024-11-11,14.31,9.5,13.84
2024-11-12,14.15,9.34,13.92
2024-11-13,13.88,5.75,13.98
2024-11-14,13.31,5.32,13.88
2024-11-15,12.9,4.6,13.71
2024-11-18,12.2,5.14,13.29
2024-11-19,12.83,4.86,13.02
2024-11-20,13.2,4.9,12.89
2024-11-21,12.96,3.6,12.82
2024-11-22,12.31,3.96,12.7
2024-11-25,12.21,3.11,12.7
2024-11-26,11.98,2.27,12.53
2024-11-27,12.17,3.15,12.33
2024-11-28,12.2,4.31,12.17
2024-11-29,12.26,3.81,12.16
2024-12-02,12.43,3.17,12.21
2024-12-03,12.48,3.47,12.31
2024-12-04,12.16,2.61,12.31
2024-12-05,12.29,1.82,12.32
2024-12-06,12.31,2.53,12.33
2024-12-09,12.08,2.49,12.26
2024-12-10,12.23,4.0,12.21
2024-12-11,12.49,2.8,12.28
2024-12-12,12.54,3.32,12.33
2024-12-13,12.09,3.44,12.29
2024-12-16,11.91,2.5,12.25
2024-12-17,11.74,2.32,12.15
2024-12-18,11.89,2.0,12.03
2024-12-19,12.0,1.86,11.93
2024-12-20,12.07,1.85,11.92
2024-12-23,11.65,2.31,11.87
2024-12-24,11.76,1.75,11.87
2024-12-25,11.67,1.74,11.83
2024-12-26,11.7,1.34,11.77
2024-12-27,11.8,2.06,11.72
2024-12-30,11.78,1.5,11.74
2024-12-31,11.36,2.13,11.66
2025-01-02,11.0,2.01,11.53
2025-01-03,10.75,1.76,11.34
2025-01-06,10.7,1.46,11.12
2025-01-07,10.81,1.33,10.92
2025-01-08,10.61,2.25,10.77
2025-01-09,10.68,1.44,10.71
2025-01-10,10.34,1.32,10.63
2025-01-13,10.42,1.47,10.57
2025-01-14,11.11,2.75,10.63
2025-01-15,10.91,1.62,10.69
2025-01-16,10.99,1.38,10.75
2025-01-17,11.05,1.23,10.9
2025-01-20,11.18,1.46,11.05
2025-01-21,11.2,1.64,11.07
2025-01-22,11.07,1.29,11.1
2025-01-23,11.02,1.44,11.1
2025-01-24,11.23,1.49,11.14
2025-01-27,10.96,1.77,11.1
2025-02-05,11.31,2.13,11.12
2025-02-06,12.28,6.73,11.36
2025-02-07,12.29,5.6,11.61
2025-02-10,12.29,3.57,11.83
2025-02-11,12.48,4.85,12.13
2025-02-12,12.73,3.75,12.41
2025-02-13,12.55,4.62,12.47
2025-02-14,12.67,3.95,12.54
2025-02-17,13.16,8.15,12.72
2025-02-18,12.38,5.99,12.7
2025-02-19,12.65,3.77,12.68
2025-02-20,12.81,3.93,12.73
2025-02-21,12.83,3.44,12.77
2025-02-24,12.75,3.66,12.68
2025-02-25,12.98,6.63,12.8
2025-02-26,13.17,7.73,12.91
2025-02-27,13.24,5.32,12.99
2025-02-28,12.84,5.33,13.0
2025-03-03,13.13,6.29,13.07
2025-03-04,12.97,3.25,13.07
2025-03-05,13.34,5.7,13.1
2025-03-06,13.35,5.14,13.13
2025-03-07,13.09,3.94,13.18
2025-03-10,13.13,2.67,13.18
2025-03-11,13.11,2.38,13.2
2025-03-12,13.6,8.15,13.26
2025-03-13,13.24,5.74,13.23
2025-03-14,13.95,8.95,13.41
2025-03-17,14.62,13.21,13.7
2025-03-18,15.04,11.15,14.09
2025-03-19,14.36,7.79,14.24
2025-03-20,13.41,8.97,14.28
2025-03-21,12.36,8.48,13.96
2025-03-24,12.19,5.47,13.47
2025-03-25,12.15,3.08,12.89
2025-03-26,12.13,2.61,12.45
2025-03-27,12.02,2.32,12.17
2025-03-28,11.72,2.86,12.04
2025-03-31,11.8,2.36,11.96
2025-04-01,11.82,1.96,11.9
2025-04-02,11.73,1.73,11.82
2025-04-03,11.56,1.68,11.73
2025-04-07,10.4,2.7,11.46
2025-04-08,9.96,4.29,11.09
2025-04-09,10.32,3.6,10.79
2025-04-10,10.54,3.4,10.56
2025-04-11,10.98,4.96,10.44
2025-04-14,10.92,3.57,10.54
2025-04-15,10.83,2.17,10.72
2025-04-16,10.56,1.94,10.77
2025-04-17,10.66,1.59,10.79
2025-04-18,11.02,2.95,10.8
2025-04-21,10.92,2.68,10.8
2025-04-22,10.74,2.05,10.78
2025-04-23,10.86,1.86,10.84
2025-04-24,10.67,1.66,10.84
2025-04-25,10.64,1.46,10.77
2025-04-28,10.44,1.61,10.67
2025-04-29,10.5,1.03,10.62
2025-04-30,10.63,1.31,10.58
2025-05-06,11.19,3.66,10.68
2025-05-07,11.65,5.84,10.88
2025-05-08,11.62,3.52,11.12
2025-05-09,11.35,2.23,11.29
2025-05-12,11.5,1.79,11.46
2025-05-13,11.47,2.98,11.52
2025-05-14,11.54,1.94,11.5
2025-05-15,11.68,6.16,11.51
2025-05-16,12.24,8.03,11.69
2025-05-19,11.7,5.63,11.73
2025-05-20,11.56,3.44,11.74
2025-05-21,11.41,2.38,11.72
2025-05-22,11.32,1.77,11.65
2025-05-23,11.17,1.85,11.43
2025-05-26,11.22,1.47,11.34
2025-05-27,10.94,1.87,11.21
2025-05-28,10.96,1.18,11.12
2025-05-29,11.14,1.57,11.09
2025-05-30,10.92,1.44,11.04
2025-06-03,10.89,0.96,10.97
2025-06-04,11.08,1.45,11.0
2025-06-05,11.11,1.88,11.03
2025-06-06,11.06,1.11,11.01
2025-06-09,11.09,1.29,11.05
2025-06-10,10.9,1.79,11.05
2025-06-11,10.99,1.09,11.03
2025-06-12,10.89,1.11,10.99
2025-06-13,10.65,1.46,10.9
2025-06-16,10.75,0.84,10.84
2025-06-17,10.79,0.74,10.81
2025-06-18,10.8,0.85,10.78
2025-06-19,10.77,2.07,10.75
2025-06-20,10.67,1.07,10.76
2025-06-23,10.8,1.27,10.77
2025-06-24,11.11,2.03,10.83
2025-06-25,11.18,1.94,10.91
2025-06-26,11.16,1.86,10.98
2025-06-27,11.22,1.35,11.09
2025-06-30,11.3,1.55,11.19
2025-07-01,11.32,1.93,11.24
2025-07-02,11.27,1.42,11.25
2025-07-03,11.56,3.06,11.33
2025-07-04,11.3,2.02,11.35
2025-07-07,11.29,1.08,11.35
2025-07-08,11.51,2.36,11.39
2025-07-09,11.37,1.98,11.41
2025-07-10,11.34,1.39,11.36
2025-07-11,11.35,1.51,11.37
2025-07-14,11.41,1.16,11.4
2025-07-15,11.43,1.52,11.38
2025-07-16,11.4,1.18,11.39
2025-07-17,11.63,2.2,11.44
2025-07-18,11.56,1.48,11.49
2025-07-21,11.57,1.66,11.52
2025-07-22,11.55,1.48,11.54
2025-07-23,11.45,1.62,11.55
2025-07-24,11.62,1.71,11.55
2025-07-25,11.58,1.51,11.55
2025-07-28,11.63,1.68,11.57
2025-07-29,11.66,1.9,11.59
2025-07-30,11.83,4.27,11.66
2025-07-31,11.96,3.82,11.73
2025-08-01,11.88,3.01,11.79
2025-08-04,11.84,2.32,11.83
2025-08-05,12.09,3.75,11.92
2025-08-06,12.14,2.31,11.98
2025-08-07,12.16,2.88,12.02
2025-08-08,11.99,2.17,12.04
2025-08-11,12.37,3.97,12.15
2025-08-12,12.29,2.26,12.19
2025-08-13,12.33,2.44,12.23
2025-08-14,12.15,2.49,12.23
2025-08-15,12.75,5.63,12.38
2025-08-18,12.7,4.5,12.44
2025-08-19,12.86,3.56,12.56
2025-08-20,13.16,5.65,12.72
2025-08-21,13.55,8.66,13.0
2025-08-22,13.41,5.45,13.14
2025-08-25,13.19,6.13,13.23
2025-08-26,13.16,3.65,13.29
2025-08-27,12.85,5.66,13.23
2025-08-28,13.13,5.03,13.15
2025-08-29,13.08,3.43,13.08
2025-09-01,13.13,4.03,13.07
2025-09-02,12.46,4.8,12.93
2025-09-03,12.41,5.0,12.84
2025-09-04,12.16,4.65,12.65
2025-09-05,12.66,4.63,12.56
2025-09-08,12.86,4.22,12.51
2025-09-09,12.39,3.06,12.5
2025-09-10,12.22,2.72,12.46
2025-09-11,12.89,5.51,12.6
2025-09-12,12.64,2.91,12.6
2025-09-15,12.36,2.6,12.5
2025-09-16,12.84,4.57,12.59
2025-09-17,13.16,4.89,12.78
2025-09-18,13.44,8.77,12.89
2025-09-19,13.36,3.95,13.03
2025-09-22,13.25,3.31,13.21
2025-09-23,12.84,4.1,13.21
2025-09-24,13.04,3.07,13.19
2025-09-25,12.86,2.97,13.07
2025-09-26,12.81,3.99,12.96
2025-09-29,13.13,4.44,12.94
2025-09-30,12.99,3.15,12.97
2025-10-09,12.85,3.16,12.93
2025-10-10,12.41,3.72,12.84
2025-10-13,12.06,3.92,12.69
2025-10-14,11.78,3.52,12.42
2025-10-15,11.88,2.6,12.2
2025-10-16,11.66,1.77,11.96
2025-10-17,11.21,2.55,11.72
2025-10-20,11.4,1.45,11.59
2025-10-21,11.59,1.64,11.55
2025-10-22,11.51,1.05,11.47
2025-10-23,11.53,1.13,11.45
2025-10-24,11.71,1.4,11.55
2025-10-27,11.82,1.66,11.63
2025-10-28,12.09,2.79,11.73
2025-10-29,12.2,1.75,11.87
2025-10-30,12.13,1.71,11.99
2025-10-31,12.26,2.36,12.1
2025-11-03,12.51,2.66,12.24
2025-11-04,12.3,1.64,12.28
2025-11-05,12.31,1.26,12.3
2025-11-06,12.3,1.22,12.34
2025-11-07,12.27,1.11,12.34
2025-11-10,12.23,1.24,12.28
2025-11-11,12.14,1.08,12.25
2025-11-12,11.97,1.37,12.18
2025-11-13,12.15,1.33,12.15
2025-11-14,11.89,1.39,12.08
2025-11-17,11.91,1.31,12.01
2025-11-18,11.72,1.36,11.93
2025-11-19,11.56,1.47,11.85
2025-11-20,11.59,1.23,11.73
2025-11-21,11.14,1.85,11.58
2025-11-24,11.33,1.04,11.47
2025-11-25,11.3,1.56,11.38
2025-11-26,11.17,1.32,11.31
2025-11-27,11.27,1.4,11.24
2025-11-28,11.24,1.12,11.26
2025-12-01,11.41,1.69,11.28
2025-12-02,11.33,1.24,11.28
2025-12-03,11.25,1.0,11.3
2025-12-04,11.2,1.19,11.29
2025-12-05,11.36,1.05,11.31
2025-12-08,11.39,1.5,11.31
2025-12-09,11.37,1.17,11.31
2025-12-10,11.29,1.25,11.32
2025-12-11,11.15,1.45,11.31
2025-12-12,11.09,1.36,11.26
2025-12-15,10.93,1.74,11.17
2025-12-16,10.75,1.34,11.04
2025-12-17,10.86,1.7,10.96
2025-12-18,10.82,1.44,10.89
2025-12-19,10.87,1.37,10.85
2025-12-22,10.89,1.49,10.84
2025-12-23,11.27,4.71,10.94
2025-12-24,11.58,2.99,11.09
2025-12-25,11.47,2.1,11.22
2025-12-26,11.4,1.81,11.32
2025-12-29,11.3,1.46,11.4
2025-12-30,12.43,10.62,11.64
2025-12-31,12.4,9.03,11.8
2026-01-05,12.15,5.01,11.94
2026-01-06,12.39,5.04,12.13
2026-01-07,12.6,5.41,12.39
2026-01-08,13.58,9.89,12.62
2026-01-09,13.91,12.2,12.93
2026-01-12,15.3,12.8,13.56
2026-01-13,14.46,10.97,13.97
2026-01-14,14.61,8.05,14.37
2026-01-15,14.55,7.03,14.57
2026-01-16,14.86,6.47,14.76
2026-01-19,14.57,4.65,14.61
2026-01-20,14.15,5.36,14.55
2026-01-21,14.13,3.1,14.45
2026-01-22,13.89,3.48,14.32
2026-01-23,15.28,7.97,14.4
2026-01-26,15.5,13.94,14.59
2026-01-27,15.65,9.4,14.89
2026-01-28,15.2,5.66,15.1
2026-01-29,14.86,5.37,15.3
2026-01-30,14.54,4.89,15.15
2026-02-02,14.24,3.64,14.9
2026-02-03,15.15,5.97,14.8
2026-02-04,15.32,5.69,14.82
2026-02-05,14.74,3.81,14.8
2026-02-06,14.62,3.22,14.81
2026-02-09,15.14,4.42,14.99
2026-02-10,14.67,3.4,14.9
2026-02-11,14.45,3.34,14.72
2026-02-12,14.8,3.28,14.74
2026-02-13,14.33,2.92,14.68
2026-02-24,14.45,2.87,14.54
2026-02-25,14.63,3.18,14.53
2026-02-26,14.85,3.34,14.61
2026-02-27,15.04,3.88,14.66
2026-03-02,14.58,4.21,14.71
2026-03-03,13.21,6.06,14.46
2026-03-04,13.15,3.25,14.17
2026-03-05,13.53,2.95,13.9
2026-03-06,13.35,2.5,13.56
2026-03-09,13.25,3.5,13.3
2026-03-10,13.86,3.15,13.43
2026-03-11,13.95,4.09,13.59
2026-03-12,13.86,2.89,13.65
2026-03-13,13.48,2.39,13.68
2026-03-16,13.44,2.34,13.72
2026-03-17,12.94,2.98,13.53
2026-03-18,13.12,2.08,13.37
2026-03-19,12.76,2.43,13.15
2026-03-20,12.39,2.47,12.93
2026-03-23,11.61,3.5,12.56
2026-03-24,11.79,2.57,12.33
2026-03-25,12.11,2.48,12.13
2026-03-26,11.85,1.75,11.95
2026-03-27,12.1,2.2,11.89
2026-03-30,12.1,2.16,11.99
2026-03-31,11.86,3.53,12.0
2026-04-01,12.09,3.08,12.0
2026-04-02,11.73,2.08,11.98
2026-04-03,11.72,1.43,11.9
2026-04-07,12.43,5.44,11.97
2026-04-08,12.69,6.12,12.13
2026-04-09,12.86,5.07,12.29
2026-04-10,13.49,9.18,12.64
2026-04-13,13.11,6.31,12.92
2026-04-14,13.22,3.99,13.07
2026-04-15,13.47,6.92,13.23
2026-04-16,13.65,4.36,13.39
2026-04-17,15.02,10.6,13.69
2026-04-20,15.03,13.8,14.08
2026-04-21,14.69,7.37,14.37
2026-04-22,15.7,11.04,14.82
2026-04-23,15.02,7.3,15.09
2026-04-24,15.08,7.1,15.1
2026-04-27,16.1,9.1,15.32
2026-04-28,15.34,6.44,15.45
2026-04-29,15.41,6.1,15.39
2026-04-30,15.54,5.86,15.49
2026-05-06,15.92,6.89,15.66
2026-05-07,16.58,7.56,15.76
2026-05-08,16.53,5.57,16.0
2026-05-11,16.92,9.15,16.3
2026-05-12,17.7,11.35,16.73
2026-05-13,18.2,10.51,17.19
2026-05-14,18.3,10.5,17.53
2026-05-15,17.44,11.47,17.71
2026-05-18,18.01,10.03,17.93
